Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740515617668,1506,2300,1506,1506,1500,1500,1500,1500,2300,1506,2300,1506,2300,2300,2300,1506,0,0,0,0,0,0,0,0,59.72232437133789,0,100,0,99.87496948242188,0,10.489288330078125,0,0,24069.40692138672,13057.968566894531,43.750732421875,16833806336,10737418240,8374132736,0
200,1740515617669,1506,2300,1506,1506,1500,1500,1500,1500,2300,1506,2300,1506,2300,2300,2300,1506,0,0,0,0,0,0,0,0,8.539634704589844,0,95.17601776123047,0,99.25959777832031,0,0,0,0,24069.474060058594,13058.019409179688,43.750732421875,16833806336,10737418240,8374157312,0
200,1740515617869,1506,2300,1506,1506,1500,1500,1500,1500,2300,1506,2300,1506,2300,2300,2300,1506,0.8601760864257813,0.8617477416992188,1.0519027709960938,0.8604660034179688,0.8582534790039063,0.8564910888671875,0.8574676513671875,0.8536834716796875,10.538421630859375,0.8543243408203125,74.3178482055664,1.0390243530273438,44.67548751831055,0.8210601806640625,6.1753997802734375,0.8549118041992188,0,24071.11444091797,13059.142333984375,43.7569580078125,16833806336,10737418240,8374624256,0
199,1740515618069,1506,2300,1506,1506,1500,1500,1500,1500,2300,1506,2300,1506,2300,2300,2300,1506,4.866691589355469,0,0.4666900634765625,0,5.528839111328125,5.5271759033203125,2.4903182983398438,2.6335220336914063,18.66564178466797,0,56.15959167480469,0,47.53290939331055,11.859306335449219,1.713409423828125,0,0,24072.7001953125,13060.195739746094,43.7586669921875,16833806336,10737418240,8378494976,0
200,1740515618269,1506,2300,1506,1506,1500,1500,1500,1500,2300,1506,2300,1506,2300,2300,2300,1506,4.292167663574219,2.1163558959960938,5.317344665527344,2.1179656982421875,2.1435165405273438,2.2622833251953125,2.2540283203125,2.2505645751953125,21.57575225830078,2.0959320068359375,69.44965362548828,2.2626266479492188,64.10377502441406,2.0632476806640625,4.232521057128906,2.1189956665039063,0,24074.299072265625,13061.265014648438,43.76043701171875,16833806336,10737418240,8378281984,0
200,1740515618470,1506,2300,1506,1506,1500,1500,1500,1500,2300,1506,2300,1506,2300,2300,2300,1506,1.7566299438476563,0,17.821517944335938,0,0,0,0,0,20.10968017578125,0,74.97506713867188,4.119667053222656,69.71598815917969,0,18.1435546875,0,0,24076.60595703125,13062.945983886719,43.799072265625,16833806336,10737418240,8388157440,0
200,1740515618670,1506,2300,1506,1506,1500,1500,1500,1500,2300,1506,2300,1506,2300,2300,2300,1506,0,0,0,0,0,0,0,0,3.5040817260742188,0,85.27034759521484,0,21.95269775390625,0,0,0,0,24078.223754882813,13064.098937988281,43.79962158203125,16833806336,10737418240,8388358144,0
200,1740515618871,1506,2300,1506,1506,1500,1500,1500,1500,2300,1506,2300,1506,2300,2300,2300,1506,0,0,0.09928131103515625,0,0,0,0,0,0.18956756591796875,0,89.42113494873047,0,16.135971069335938,0,0,0,0,24079.8125,13065.263732910156,43.79962158203125,16833806336,10737418240,8388489216,0
200,1740515619071,1506,2300,1506,1506,1500,1500,1500,1500,2300,1506,2300,1506,2300,2300,2300,1506,0,0,0,0,0,0,0,0,0,0,96.02887725830078,0,14.3974609375,0,0,0,0,24081.45196533203,13066.475646972656,43.79962158203125,16833806336,10737418240,8388333568,0
200,1740515619271,1506,2300,1506,1506,1500,1500,1500,1500,2300,1506,2300,1506,2300,2300,2300,1506,0,0,0,0,0,0,0,0,0,0,94.68031311035156,0,13.838623046875,0,0,0,0,24083.07440185547,13067.6552734375,43.79962158203125,16833806336,10737418240,8389681152,0
