Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740569694777,1506,2300,1506,2300,1500,1500,1500,1700,2300,2300,2300,1506,2300,2300,2300,2300,7.436897277832031,7.417289733886719,7.124763488769531,7.1292877197265625,6.826202392578125,65.16029357910156,6.957389831542969,100,7.117225646972656,7.106666564941406,6.693504333496094,97.99903869628906,100,6.723663330078125,7.123252868652344,15.014022827148438,0,68777.01293945313,52665.228271484375,33.896484375,16833806336,10737418240,7179169792,0
200,1740569694777,1506,2300,1506,2300,1500,1500,1500,1700,2300,2300,2300,1506,2300,2300,2300,2300,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,68777.07220458984,52665.30908203125,33.896484375,16833806336,10737418240,7179575296,0
200,1740569694977,1506,2300,1506,2300,1500,1500,1500,1700,2300,2300,2300,1506,2300,2300,2300,2300,1.9537887573242188,1.9535446166992188,2.672393798828125,1.9519805908203125,1.9514923095703125,3.8316650390625,2.987640380859375,7.47412109375,1.953643798828125,1.9532470703125,1.9288406372070313,55.62278747558594,58.337974548339844,1.9272308349609375,1.9511489868164063,2.6291046142578125,0,68782.00476074219,52669.753845214844,33.896484375,16833806336,10737418240,7187644416,0
200,1740569695178,1506,2300,1506,2300,1500,1500,1500,1700,2300,2300,2300,1506,2300,2300,2300,2300,0,0,0,0,0,0,0,0,0,0,0,20.61565399169922,82.71216583251953,0,0,0,0,68786.63677978516,52673.93572998047,33.896728515625,16833806336,10737418240,7187820544,0
200,1740569695378,1506,2300,1506,2300,1500,1500,1500,1700,2300,2300,2300,1506,2300,2300,2300,2300,0.14710235595703125,0.15668487548828125,0.14875030517578125,0.14795684814453125,0.146453857421875,0.146453857421875,0.14525604248046875,0.14057159423828125,0.15294647216796875,0.15349578857421875,0.07395172119140625,2.576934814453125,99.99874877929688,0.069610595703125,0.1468048095703125,0.14760589599609375,0,68791.19445800781,52678.047119140625,33.896728515625,16833806336,10737418240,7188004864,0
200,1740569695579,1506,2300,1506,2300,1500,1500,1500,1700,2300,2300,2300,1506,2300,2300,2300,2300,0,0,0,0,0,0.09200286865234375,0,0,0,0,0,15.725082397460938,89.40645599365234,0,0,0.03325653076171875,0,68795.892578125,52682.26623535156,33.89715576171875,16833806336,10737418240,7187738624,0
200,1740569695779,1506,2300,1506,2300,1500,1500,1500,1700,2300,2300,2300,1506,2300,2300,2300,2300,0.0125885009765625,0.01239013671875,0.01189422607421875,0.0105438232421875,0.19232177734375,0.443695068359375,0.25087738037109375,0.0981292724609375,0.0118408203125,0.01209259033203125,0,2.20654296875,99.78959655761719,0,0.0116424560546875,0.0120391845703125,0,68800.474609375,52686.411682128906,33.89715576171875,16833806336,10737418240,7188201472,0
200,1740569695979,1506,2300,1506,2300,1500,1500,1500,1700,2300,2300,2300,1506,2300,2300,2300,2300,0.06439208984375,0.06394195556640625,0.2288360595703125,0.06299591064453125,0.063140869140625,0.06334686279296875,0.062347412109375,0.0618438720703125,0.0647430419921875,0.06378936767578125,0.0386505126953125,39.027687072753906,64.62422180175781,0.03830718994140625,0.06429290771484375,0.0645904541015625,0,68805.24420166016,52690.71795654297,33.89727783203125,16833806336,10737418240,7188774912,0
