Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740512146657,2300,1506,1506,1506,1500,1500,1500,1500,1506,1506,2300,2300,1506,2300,2300,1506,46.695770263671875,10.543739318847656,67.93773651123047,10.493392944335938,11.168586730957031,11.166511535644531,11.174789428710938,11.099617004394531,33.830589294433594,10.891334533691406,99.98275756835938,17.839111328125,99.83241271972656,10.494773864746094,19.00604248046875,11.01409912109375,0,17612.874938964844,10028.7861328125,34.94329833984375,16833806336,10737418240,8789262336,0
200,1740512146657,2300,1506,1506,1506,1500,1500,1500,1500,1506,1506,2300,2300,1506,2300,2300,1506,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,17612.917114257813,10028.816650390625,34.94329833984375,16833806336,10737418240,8788508672,0
200,1740512146857,2300,1506,1506,1506,1500,1500,1500,1500,1506,1506,2300,2300,1506,2300,2300,1506,6.183677673339844,2.17779541015625,12.416816711425781,2.1772613525390625,2.1820220947265625,2.181732177734375,2.1782760620117188,2.1767730712890625,4.4998321533203125,2.1813888549804688,90.98804473876953,2.1534500122070313,27.841171264648438,2.1552963256835938,2.1784286499023438,2.17803955078125,0,17614.756958007813,10030.118835449219,34.95147705078125,16833806336,10737418240,8788701184,0
200,1740512147058,2300,1506,1506,1506,1500,1500,1500,1500,1506,1506,2300,2300,1506,2300,2300,1506,0,0,15.175376892089844,0,0,0,1.2140884399414063,4.508689880371094,0,0,87.835205078125,0,48.470367431640625,0,0,0,0,17616.627319335938,10031.44970703125,34.95489501953125,16833806336,10737418240,8791191552,0
200,1740512147258,2300,1506,1506,1506,1500,1500,1500,1500,1506,1506,2300,2300,1506,2300,2300,1506,32.256683349609375,29.31451416015625,41.993003845214844,26.92412567138672,0.503936767578125,0.5008468627929688,0.5003509521484375,2.0801239013671875,33.52204895019531,31.756240844726563,81.69050598144531,23.644744873046875,53.683414459228516,35.35700988769531,29.396835327148438,21.83313751220703,0,17619.026306152344,10033.230834960938,34.95880126953125,16833806336,10737418240,8786591744,0
200,1740512147458,2300,1506,1506,1506,1500,1500,1500,1500,1506,1506,2300,2300,1506,2300,2300,1506,2.5512847900390625,0.1550445556640625,11.851051330566406,0.1583404541015625,0.1665802001953125,0.1657257080078125,0.16542816162109375,0.1644287109375,1.8214263916015625,0.15435028076171875,83.431396484375,0.1342315673828125,34.681678771972656,0.13503265380859375,3.308502197265625,0.15839385986328125,0,17620.84503173828,10034.531860351563,34.9617919921875,16833806336,10737418240,8786485248,0
213,1740512147659,2300,1506,1506,1506,1500,1500,1500,1500,1506,1506,2300,2300,1506,2300,2300,1506,0.882965087890625,0.8820724487304688,12.292472839355469,0.882415771484375,0.8852996826171875,0.8824691772460938,0.882415771484375,0.8821182250976563,0.88336181640625,0.8834609985351563,93.13085174560547,0.8567733764648438,28.396392822265625,0.8590621948242188,0.8822708129882813,0.8827133178710938,0,17622.58056640625,10035.775207519531,34.96295166015625,16833806336,10737418240,8786247680,0
200,1740512147872,2300,1506,1506,1506,1500,1500,1500,1500,1506,1506,2300,2300,1506,2300,2300,1506,0,0,1.3914260864257813,0,0,0,0,0,0,0,96.39716339111328,0,15.905738830566406,0,0,0,0,17624.37762451172,10037.082458496094,34.96307373046875,16833806336,10737418240,8786378752,0
200,1740512148073,2300,1506,1506,1506,1500,1500,1500,1500,1506,1506,2300,2300,1506,2300,2300,1506,0,0,0,0,0,0,0.96533203125,0,0,0,94.55290985107422,0,9.27978515625,0,0,0,0,17626.01141357422,10038.263061523438,34.96307373046875,16833806336,10737418240,8791523328,0
200,1740512148273,2300,1506,1506,1506,1500,1500,1500,1500,1506,1506,2300,2300,1506,2300,2300,1506,1.346923828125,1.3071136474609375,2.0067214965820313,1.387969970703125,1.3318328857421875,1.3298568725585938,1.3268508911132813,1.3246307373046875,1.4077529907226563,1.40093994140625,99.99358367919922,1.320037841796875,8.576042175292969,1.2675552368164063,1.390777587890625,1.3896484375,0,17627.63800048828,10039.442687988281,34.96307373046875,16833806336,10737418240,8791478272,0
