Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740513913647,2300,2300,1506,2300,1500,1500,1500,1500,2300,1506,2300,2300,1506,2300,2300,2300,0,37.28758239746094,0,0,0,0,0,0,3.4937667846679688,0,0,99.53634643554688,100,0,1.5451583862304688,0,0,21138.931030273438,11675.494995117188,38.50494384765625,16833806336,10737418240,8800706560,0
199,1740513913647,2300,2300,1506,2300,1500,1500,1500,1500,2300,1506,2300,2300,1506,2300,2300,2300,34.123504638671875,34.146339416503906,34.01361846923828,33.989356994628906,34.045013427734375,34.026458740234375,34.000770568847656,33.936546325683594,34.18487548828125,34.153480529785156,33.489845275878906,100,100,33.345703125,34.01647186279297,34.00647735595703,0,21138.987426757813,11675.535766601563,38.50494384765625,16833806336,10737418240,8801701888,0
199,1740513913847,2300,2300,1506,2300,1500,1500,1500,1500,2300,1506,2300,2300,1506,2300,2300,2300,0,8.906974792480469,0,0,0,0,0,0,2.8502731323242188,0,0,54.55698776245117,63.97043228149414,0,0,0,0,21140.628662109375,11676.639343261719,38.50982666015625,16833806336,10737418240,8801357824,0
200,1740513914047,2300,2300,1506,2300,1500,1500,1500,1500,2300,1506,2300,2300,1506,2300,2300,2300,0.4281768798828125,13.636245727539063,0.6236495971679688,0.43431854248046875,0.4667510986328125,0.463104248046875,0.46044921875,0.45575714111328125,0.463897705078125,0.42153167724609375,0.3791046142578125,55.67011642456055,68.16484832763672,0.36761474609375,0.43627166748046875,0.43686676025390625,0,21142.135009765625,11677.629028320313,38.51129150390625,16833806336,10737418240,8802283520,0
200,1740513914248,2300,2300,1506,2300,1500,1500,1500,1500,2300,1506,2300,2300,1506,2300,2300,2300,0.5216522216796875,23.22130584716797,0.592315673828125,0.5901947021484375,0.6480712890625,1.6636734008789063,4.614051818847656,4.625801086425781,13.296150207519531,0.574737548828125,0.507232666015625,53.37689971923828,77.54364013671875,0.50091552734375,4.18646240234375,0.580169677734375,0,21143.96044921875,11678.906433105469,38.51287841796875,16833806336,10737418240,8805986304,0
200,1740513914449,2300,2300,1506,2300,1500,1500,1500,1500,2300,1506,2300,2300,1506,2300,2300,2300,0,26.307952880859375,0.712310791015625,0,0,0,0,0,25.512100219726563,0,0,73.50521087646484,76.7480239868164,0,10.447319030761719,0,0,21146.2568359375,11680.542175292969,38.55145263671875,16833806336,10737418240,8813531136,0
200,1740513914649,2300,2300,1506,2300,1500,1500,1500,1500,2300,1506,2300,2300,1506,2300,2300,2300,0.11354827880859375,4.9530029296875,0.211334228515625,0.0493927001953125,0.05617523193359375,0.05597686767578125,0.05413055419921875,0.051239013671875,3.974273681640625,0.052032470703125,0.0283355712890625,30.675697326660156,82.26382446289063,0.02748870849609375,0.3041229248046875,0.050140380859375,0,21147.842651367188,11681.649597167969,38.55181884765625,16833806336,10737418240,8813801472,0
200,1740513914849,2300,2300,1506,2300,1500,1500,1500,1500,2300,1506,2300,2300,1506,2300,2300,2300,0.27657318115234375,1.9141616821289063,0.2947540283203125,0.2953033447265625,0.30049896240234375,0.29994964599609375,0.2996978759765625,0.29744720458984375,0.29959869384765625,0.29949951171875,0.27771759033203125,16.6368408203125,92.14585876464844,0.27277374267578125,0.29685211181640625,0.29705047607421875,0,21149.46551513672,11682.830688476563,38.55181884765625,16833806336,10737418240,8814063616,0
200,1740513915050,2300,2300,1506,2300,1500,1500,1500,1500,2300,1506,2300,2300,1506,2300,2300,2300,0.12505340576171875,1.1603927612304688,0.4980316162109375,0.14130401611328125,0.1630859375,0.1617431640625,0.16149139404296875,0.15845489501953125,0.5177230834960938,0.13193511962890625,0.08478546142578125,12.78863525390625,92.4524154663086,0.2472686767578125,0.4348297119140625,0.15311431884765625,0,21151.064025878906,11683.997131347656,38.55181884765625,16833806336,10737418240,8814260224,0
200,1740513915250,2300,2300,1506,2300,1500,1500,1500,1500,2300,1506,2300,2300,1506,2300,2300,2300,0.7659378051757813,3.9901580810546875,1.1782608032226563,0.7871246337890625,0.8061752319335938,0.8057861328125,0.8984909057617188,1.0857467651367188,1.3816986083984375,0.7659378051757813,0.7313385009765625,28.172607421875,88.67404174804688,0.73193359375,1.278839111328125,0.7885055541992188,0,21152.737854003906,11685.223693847656,38.55181884765625,16833806336,10737418240,8815087616,0
