Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740570558777,1506,1506,1506,2300,1700,1500,1700,1700,2300,1506,2300,2300,2300,2300,1506,1506,9.243522644042969,9.243522644042969,9.191139221191406,9.178047180175781,8.5809326171875,32.03739929199219,8.512840270996094,8.504981994628906,9.230422973632813,9.230422973632813,8.561286926269531,99.56525421142578,100,8.531173706054688,9.162338256835938,9.166259765625,0,70043.75311279297,53367.999084472656,34.641845703125,16833806336,10737418240,7143501824,0
200,1740570558777,1506,1506,1506,2300,1700,1500,1700,1700,2300,1506,2300,2300,2300,2300,1506,1506,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,70043.78985595703,53368.03015136719,34.641845703125,16833806336,10737418240,7143292928,0
200,1740570558977,1506,1506,1506,2300,1700,1500,1700,1700,2300,1506,2300,2300,2300,2300,1506,1506,0.5503158569335938,0.992156982421875,0.75091552734375,0.5834197998046875,0.5815353393554688,2.1970977783203125,1.5460891723632813,0.5838623046875,7.040367126464844,0.5836639404296875,0.5699920654296875,4.218971252441406,93.1202392578125,0.5643386840820313,0.5810394287109375,0.5806427001953125,0,70048.70959472656,53372.45489501953,34.641845703125,16833806336,10737418240,7143419904,0
200,1740570559177,1506,1506,1506,2300,1700,1500,1700,1700,2300,1506,2300,2300,2300,2300,1506,1506,0.096527099609375,0.09642791748046875,0.09603118896484375,0.09477996826171875,0.09503173828125,0.1342620849609375,0.09393310546875,0.09308624267578125,0.0944366455078125,0.09393310546875,0.07027435302734375,13.195518493652344,95.58686828613281,0.07027435302734375,0.0953826904296875,0.0955352783203125,0,70053.87744140625,53377.17004394531,34.641845703125,16833806336,10737418240,7143448576,0
200,1740570559378,1506,1506,1506,2300,1700,1500,1700,1700,2300,1506,2300,2300,2300,2300,1506,1506,0.056732177734375,0.05652618408203125,0.05278778076171875,0.0536346435546875,0.0548858642578125,0.05443572998046875,0.0538330078125,0.05208587646484375,0.05648040771484375,0.05593109130859375,0.03153228759765625,25.44324493408203,78.42659759521484,0.02899169921875,0.05443572998046875,0.053985595703125,0,70058.90002441406,53381.73260498047,34.642333984375,16833806336,10737418240,7143485440,0
200,1740570559578,1506,1506,1506,2300,1700,1500,1700,1700,2300,1506,2300,2300,2300,2300,1506,1506,0.1226043701171875,0.122955322265625,0.1236572265625,0.12395477294921875,0.12355804443359375,0.24112701416015625,0.1229095458984375,0.12230682373046875,0.12410736083984375,0.12430572509765625,0.09896087646484375,16.302047729492188,89.02899932861328,0.09871673583984375,0.1262969970703125,0.1268463134765625,0,70063.96765136719,53386.348205566406,34.642333984375,16833806336,10737418240,7143337984,0
200,1740570559779,1506,1506,1506,2300,1700,1500,1700,1700,2300,1506,2300,2300,2300,2300,1506,1506,0.775726318359375,0.767059326171875,0.7638931274414063,0.7722091674804688,0.7669143676757813,0.7869110107421875,1.0919723510742188,1.0936508178710938,0.7761688232421875,0.7680511474609375,0.74444580078125,30.273231506347656,73.47303771972656,0.7417755126953125,0.7647323608398438,0.7718124389648438,0,70068.92962646484,53390.853576660156,34.642333984375,16833806336,10737418240,7144062976,0
