Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740514228866,1506,1506,1506,1506,1500,1500,1500,1500,2300,2300,2300,2300,2300,2300,2300,1506,0,0,20.232933044433594,0,0,0,0,0,0,0,99.9414291381836,0,100,0,63.08171081542969,0,0,21726.17010498047,11954.4189453125,40.13702392578125,16833806336,10737418240,8621928448,0
200,1740514228866,1506,1506,1506,1506,1500,1500,1500,1500,2300,2300,2300,2300,2300,2300,2300,1506,34.651519775390625,25.33135223388672,61.18024826049805,24.807029724121094,25.38970947265625,25.369003295898438,25.336997985839844,25.294639587402344,33.377891540527344,25.069656372070313,99.86067962646484,24.410720825195313,99.90962982177734,24.340126037597656,90.25528717041016,24.413551330566406,0,21726.28643798828,11954.504943847656,40.13702392578125,16833806336,10737418240,8622051328,0
200,1740514229067,1506,1506,1506,1506,1500,1500,1500,1500,2300,2300,2300,2300,2300,2300,2300,1506,0.46829986572265625,0,0.752227783203125,0,0,0,0,0,0,0,6.6844635009765625,0,97.44940185546875,0,0.48673248291015625,0,0,21727.844848632813,11955.639282226563,40.13702392578125,16833806336,10737418240,8625827840,0
200,1740514229267,1506,1506,1506,1506,1500,1500,1500,1500,2300,2300,2300,2300,2300,2300,2300,1506,0,0,0,0,0,0,0,0,0,0,8.703994750976563,0,98.86653137207031,0,0.9880828857421875,0,0,21729.448852539063,11956.813110351563,40.13702392578125,16833806336,10737418240,8626008064,0
208,1740514229467,1506,1506,1506,1506,1500,1500,1500,1500,2300,2300,2300,2300,2300,2300,2300,1506,1.2851333618164063,1.230316162109375,2.0187454223632813,1.2780303955078125,1.2522506713867188,1.9014663696289063,14.529312133789063,14.526748657226563,1.2372665405273438,1.2386474609375,15.752326965332031,1.1808242797851563,98.99871063232422,1.1717529296875,5.255424499511719,1.2830123901367188,0,21731.177673339844,11958.078125,40.13702392578125,16833806336,10737418240,8630013952,0
200,1740514229676,1506,1506,1506,1506,1500,1500,1500,1500,2300,2300,2300,2300,2300,2300,2300,1506,0,0,0,0,0,0,0,0,0,0,29.009613037109375,0,92.8822021484375,0,0,0,0,21732.912475585938,11959.359802246094,40.13702392578125,16833806336,10737418240,8629354496,0
200,1740514229876,1506,1506,1506,1506,1500,1500,1500,1500,2300,2300,2300,2300,2300,2300,2300,1506,0.26971435546875,0.26686859130859375,0.9021987915039063,0.25798797607421875,0.27031707763671875,0.2700653076171875,0.271759033203125,0.2663726806640625,0.27974700927734375,0.2748565673828125,16.344955444335938,0.23374176025390625,92.55133056640625,0.22815704345703125,1.6391525268554688,0.2704620361328125,0,21734.529418945313,11960.535095214844,40.13702392578125,16833806336,10737418240,8629022720,0
200,1740514230076,1506,1506,1506,1506,1500,1500,1500,1500,2300,2300,2300,2300,2300,2300,2300,1506,0.9807815551757813,0.9799423217773438,0.9811325073242188,0.9809799194335938,0.9822235107421875,0.98187255859375,0.9822235107421875,0.9795455932617188,0.9814300537109375,0.9814300537109375,5.7723846435546875,0.9562225341796875,100,0.95745849609375,1.0514068603515625,0.9807357788085938,0,21736.11669921875,11961.697631835938,40.13702392578125,16833806336,10737418240,8628850688,0
200,1740514230277,1506,1506,1506,1506,1500,1500,1500,1500,2300,2300,2300,2300,2300,2300,2300,1506,0,0,0,0,0,0,0,0,0,0,20.404342651367188,0,93.1966552734375,0,1.1595306396484375,0,0,21737.79278564453,11962.915954589844,40.1434326171875,16833806336,10737418240,8628514816,0
200,1740514230477,1506,1506,1506,1506,1500,1500,1500,1500,2300,2300,2300,2300,2300,2300,2300,1506,2.0566787719726563,1.97943115234375,1.9979629516601563,1.9800186157226563,1.9845809936523438,1.9846267700195313,2.003936767578125,3.0302963256835938,1.9809494018554688,1.9820327758789063,13.994590759277344,1.9449234008789063,96.18498992919922,1.9447784423828125,3.1507186889648438,1.9798736572265625,0,21739.416137695313,11964.102233886719,40.1434326171875,16833806336,10737418240,8630943744,0
