Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740512778337,1506,1506,1506,2300,1500,1500,1500,1500,1506,1506,2300,1506,2300,2300,2300,1506,20.605438232421875,20.600440979003906,23.797622680664063,20.569190979003906,20.674179077148438,20.66668701171875,20.647933959960938,20.58544158935547,20.082992553710938,100,100,20.08924102783203,20.0679931640625,99.9625015258789,100,20.06549072265625,0,19116.801025390625,10735.777404785156,36.23480224609375,16833806336,10737418240,8905494528,0
200,1740512778337,1506,1506,1506,2300,1500,1500,1500,1500,1506,1506,2300,1506,2300,2300,2300,1506,53.11577224731445,15.137290954589844,72.58677673339844,14.75860595703125,15.5086669921875,15.44580078125,15.461883544921875,15.314208984375,14.404769897460938,90.47869873046875,99.84940338134766,14.341903686523438,39.778343200683594,84.3056411743164,84.00590515136719,14.435478210449219,0,19116.905029296875,10735.858154296875,36.23480224609375,16833806336,10737418240,8905543680,0
199,1740512778538,1506,1506,1506,2300,1500,1500,1500,1500,1506,1506,2300,1506,2300,2300,2300,1506,1.2764968872070313,0,11.375518798828125,0,0,0.2363739013671875,0.21319580078125,0.2338104248046875,0,51.27855682373047,77.13995361328125,0,0,48.74748992919922,44.1485481262207,0,0,19119.125854492188,10737.428283691406,36.242919921875,16833806336,10737418240,8908517376,0
200,1740512778738,1506,1506,1506,2300,1500,1500,1500,1500,1506,1506,2300,1506,2300,2300,2300,1506,0.8250579833984375,0,0.41864013671875,0,0,0,0,0,0,71.16862487792969,73.64517211914063,0,0,71.28398895263672,40.65596389770508,0,0,19121.393615722656,10739.038330078125,36.2457275390625,16833806336,10737418240,8904404992,0
200,1740512778938,1506,1506,1506,2300,1500,1500,1500,1500,1506,1506,2300,1506,2300,2300,2300,1506,1.1875839233398438,1.087554931640625,2.1296234130859375,1.0663528442382813,1.051666259765625,1.4830245971679688,1.5196456909179688,1.5167617797851563,0.9869384765625,73.04180908203125,73.21116638183594,1.0030975341796875,1.007110595703125,73.803466796875,44.37771224975586,1.4527130126953125,0,19123.72137451172,10740.719909667969,36.251953125,16833806336,10737418240,8909303808,0
201,1740512779139,1506,1506,1506,2300,1500,1500,1500,1500,1506,1506,2300,1506,2300,2300,2300,1506,1.5267333984375,0,1.4933929443359375,0,0,0,0,0,0,65.79891204833984,73.40849304199219,0,0,53.8109245300293,42.82425308227539,0,0,19125.897033691406,10742.252319335938,36.25714111328125,16833806336,10737418240,8908103680,0
200,1740512779341,1506,1506,1506,2300,1500,1500,1500,1500,1506,1506,2300,1506,2300,2300,2300,1506,0,0,0.5595245361328125,0,0,0,0,0.05879974365234375,0,74.71566009521484,69.20577239990234,0,0,67.25164794921875,24.13720703125,0,0,19128.163513183594,10743.858459472656,36.25933837890625,16833806336,10737418240,8910778368,0
200,1740512779541,1506,1506,1506,2300,1500,1500,1500,1500,1506,1506,2300,1506,2300,2300,2300,1506,1.0778121948242188,0.820404052734375,0.9560012817382813,0.9565582275390625,0.9597015380859375,0.9592971801757813,0.9588394165039063,0.9573211669921875,0.8044281005859375,71.07506561279297,89.50695037841797,0.8400802612304688,0.843475341796875,32.616790771484375,27.620346069335938,0.9460601806640625,0,19130.259643554688,10745.399597167969,36.25970458984375,16833806336,10737418240,8909361152,0
200,1740512779742,1506,1506,1506,2300,1500,1500,1500,1500,1506,1506,2300,1506,2300,2300,2300,1506,0.7663345336914063,0.7523422241210938,0.7945098876953125,0.7943572998046875,0.7648544311523438,0.7670745849609375,0.7590713500976563,0.7584228515625,0.7290115356445313,37.556671142578125,96.09864044189453,0.686309814453125,0.6894760131835938,35.38519287109375,8.624710083007813,0.790008544921875,0,19132.185424804688,10746.788146972656,36.25970458984375,16833806336,10737418240,8906231808,0
200,1740512779942,1506,1506,1506,2300,1500,1500,1500,1500,1506,1506,2300,1506,2300,2300,2300,1506,0.7449417114257813,0.53741455078125,1.1048583984375,0.5126495361328125,3.678436279296875,1.14495849609375,1.015594482421875,43.19860076904297,0.49576568603515625,46.524391174316406,99.42323303222656,0.47165679931640625,0.5169830322265625,28.118667602539063,4.8463592529296875,0.5076217651367188,0,19134.33221435547,10748.341369628906,36.25970458984375,16833806336,10737418240,8908259328,0
200,1740512780142,1506,1506,1506,2300,1500,1500,1500,1500,1506,1506,2300,1506,2300,2300,2300,1506,0,0,2.0878829956054688,0,3.89190673828125,0.6029129028320313,0,41.99940872192383,0,39.81138610839844,91.45026397705078,0,0,24.249893188476563,11.524795532226563,0,0,19136.428955078125,10749.770812988281,36.25970458984375,16833806336,10737418240,8907042816,0
200,1740512780343,1506,1506,1506,2300,1500,1500,1500,1500,1506,1506,2300,1506,2300,2300,2300,1506,0.0278167724609375,0,0,0,10.814651489257813,0.29567718505859375,0.9179458618164063,17.089263916015625,0,51.302188873291016,90.724365234375,0,0,21.964576721191406,21.899063110351563,0,0,19138.356018066406,10751.094482421875,36.25970458984375,16833806336,10737418240,8910094336,0
200,1740512780543,1506,1506,1506,2300,1500,1500,1500,1500,1506,1506,2300,1506,2300,2300,2300,1506,1.6571426391601563,1.5964813232421875,1.5959396362304688,1.5963821411132813,9.078468322753906,1.632659912109375,1.5999221801757813,17.487464904785156,1.5765762329101563,63.3237419128418,97.0328140258789,1.5733261108398438,1.5748519897460938,32.515830993652344,1.596038818359375,1.5963821411132813,0,19140.429931640625,10752.575500488281,36.25970458984375,16833806336,10737418240,8908525568,0
200,1740512780743,1506,1506,1506,2300,1500,1500,1500,1500,1506,1506,2300,1506,2300,2300,2300,1506,0,0,0,0,7.3183135986328125,0,0,43.67346954345703,0,44.633033752441406,95.18636322021484,0,0,16.184165954589844,7.098915100097656,0,0,19142.473876953125,10754.0478515625,36.25970458984375,16833806336,10737418240,8911466496,0
