Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_11,CPU_TEMP_12,CPU_TEMP_13,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740509917368,4056,4056,4056,4056,4056,4056,4056,4056,63.60541534423828,63.75889205932617,53.26021957397461,52.99885940551758,53.37997817993164,53.146095275878906,66.32415008544922,66.65619659423828,64.51507568359375,65.02198791503906,65.32191467285156,62.608062744140625,53.995086669921875,53.76045227050781,0,0,0,0,0,0,0,0,20.620866775512695,17179869184,19327352832,13279772672,18489933824
204,1740509917368,4056,4056,4056,4056,4056,4056,4056,4056,63.60541534423828,63.75889205932617,53.26021957397461,52.99885940551758,53.37997817993164,53.146095275878906,66.32415008544922,66.65619659423828,64.51507568359375,65.02198791503906,65.32191467285156,62.608062744140625,53.995086669921875,53.76045227050781,NaN,NaN,0,0,NaN,NaN,0,0,20.620866775512695,17179869184,19327352832,13280477184,18489933824
204,1740509917574,4056,4056,4056,4056,4056,4056,4056,4056,63.60541534423828,63.75889205932617,53.26021957397461,52.99885940551758,53.37997817993164,53.146095275878906,66.32415008544922,66.65619659423828,64.51507568359375,65.02198791503906,65.32191467285156,62.608062744140625,53.995086669921875,53.76045227050781,4.761904716491699,0,0,0,0,0,0,0,20.620866775512695,17179869184,19327352832,13281001472,18489933824
202,1740509917778,4056,4056,4056,4056,4056,4056,4056,4056,56.105133056640625,55.84016036987305,51.33573913574219,51.351531982421875,51.399383544921875,51.40907669067383,57.191062927246094,57.19896697998047,56.337886810302734,56.17469787597656,56.22844696044922,55.25883483886719,51.59974670410156,51.6137580871582,5,9.523809432983398,4.761904716491699,0,0,0,0,0,20.620866775512695,17179869184,19327352832,13281034240,18489933824
202,1740509917981,4056,4056,4056,4056,4056,4056,4056,4056,56.105133056640625,55.84016036987305,51.33573913574219,51.351531982421875,51.399383544921875,51.40907669067383,57.191062927246094,57.19896697998047,56.337886810302734,56.17469787597656,56.22844696044922,55.25883483886719,51.59974670410156,51.6137580871582,10,5,5,0,0,0,0,0,20.620866775512695,17179869184,19327352832,13278986240,18489933824
204,1740509918184,4056,4056,4056,4056,4056,4056,4056,4056,56.105133056640625,55.84016036987305,51.33573913574219,51.351531982421875,51.399383544921875,51.40907669067383,57.191062927246094,57.19896697998047,56.337886810302734,56.17469787597656,56.22844696044922,55.25883483886719,51.59974670410156,51.6137580871582,9.523809432983398,9.523809432983398,0,0,31.57894515991211,30.000001907348633,0,0,20.227272033691406,17179869184,19327352832,13282787328,18489933824
204,1740509918389,4056,4056,4056,4056,4056,4056,4056,4056,56.105133056640625,55.84016036987305,51.33573913574219,51.351531982421875,51.399383544921875,51.40907669067383,57.191062927246094,57.19896697998047,56.337886810302734,56.17469787597656,56.22844696044922,55.25883483886719,51.59974670410156,51.6137580871582,5,0,4.761904716491699,0,54.54545593261719,47.619049072265625,0,0,20.227272033691406,17179869184,19327352832,13284507648,18489933824
204,1740509918594,4056,4056,4056,4056,4056,4056,4056,4056,56.105133056640625,55.84016036987305,51.33573913574219,51.351531982421875,51.399383544921875,51.40907669067383,57.191062927246094,57.19896697998047,56.337886810302734,56.17469787597656,56.22844696044922,55.25883483886719,51.59974670410156,51.6137580871582,9.523809432983398,9.523809432983398,0,9.523809432983398,55,42.85714340209961,0,4.761904716491699,20.227272033691406,17179869184,19327352832,13279444992,18489933824
204,1740509918799,4056,4056,4056,4056,4056,4056,4056,4056,55.527679443359375,55.512779235839844,49.37126541137695,49.313350677490234,49.342369079589844,49.30327606201172,57.15419387817383,57.38941192626953,56.022220611572266,56.195369720458984,56.39324188232422,54.69731903076172,49.54664993286133,49.77545928955078,5,0,4.761904716491699,0,60.000003814697266,38.095237731933594,0,0,20.227272033691406,17179869184,19327352832,13282705408,18489933824
204,1740509919004,4056,4056,4056,4056,4056,4056,4056,4056,55.527679443359375,55.512779235839844,49.37126541137695,49.313350677490234,49.342369079589844,49.30327606201172,57.15419387817383,57.38941192626953,56.022220611572266,56.195369720458984,56.39324188232422,54.69731903076172,49.54664993286133,49.77545928955078,5,9.523809432983398,0,0,61.904762268066406,40,0,0,20.227272033691406,17179869184,19327352832,13279576064,18489933824
204,1740509919209,4056,4056,4056,4056,4056,4056,4056,4056,55.527679443359375,55.512779235839844,49.37126541137695,49.313350677490234,49.342369079589844,49.30327606201172,57.15419387817383,57.38941192626953,56.022220611572266,56.195369720458984,56.39324188232422,54.69731903076172,49.54664993286133,49.77545928955078,15.000000953674316,9.523809432983398,5,5,40,55,0,0,13.571504592895508,17179869184,19327352832,13284474880,18489933824
204,1740509919414,4056,4056,4056,4056,4056,4056,4056,4056,55.527679443359375,55.512779235839844,49.37126541137695,49.313350677490234,49.342369079589844,49.30327606201172,57.15419387817383,57.38941192626953,56.022220611572266,56.195369720458984,56.39324188232422,54.69731903076172,49.54664993286133,49.77545928955078,15.000000953674316,10,4.761904716491699,0,57.142860412597656,42.85714340209961,4.761904716491699,0,13.571504592895508,17179869184,19327352832,13283819520,18489933824
204,1740509919619,4056,4056,4056,4056,4056,4056,4056,4056,55.527679443359375,55.512779235839844,49.37126541137695,49.313350677490234,49.342369079589844,49.30327606201172,57.15419387817383,57.38941192626953,56.022220611572266,56.195369720458984,56.39324188232422,54.69731903076172,49.54664993286133,49.77545928955078,19.047618865966797,15.000000953674316,9.523809432983398,9.523809432983398,50,45,9.523809432983398,0,13.571504592895508,17179869184,19327352832,13270269952,18489933824
204,1740509919824,4056,4056,4056,4056,4056,4056,4056,4056,63.33634948730469,63.62448501586914,52.881717681884766,52.238346099853516,52.803184509277344,52.33232879638672,66.16831970214844,66.54606628417969,64.33242797851563,64.93941497802734,65.30609893798828,62.403255462646484,53.463294982910156,53.36985778808594,9.523809432983398,9.523809432983398,0,0,57.142860412597656,45.45454788208008,0,0,13.571504592895508,17179869184,19327352832,13267763200,18489933824
204,1740509920029,4056,4056,4056,4056,4056,4056,4056,4056,63.33634948730469,63.62448501586914,52.881717681884766,52.238346099853516,52.803184509277344,52.33232879638672,66.16831970214844,66.54606628417969,64.33242797851563,64.93941497802734,65.30609893798828,62.403255462646484,53.463294982910156,53.36985778808594,21.052631378173828,15.000000953674316,5,0,52.6315803527832,42.105262756347656,0,0,13.571504592895508,17179869184,19327352832,13267140608,18489933824
204,1740509920234,4056,4056,4056,4056,4056,4056,4056,4056,63.33634948730469,63.62448501586914,52.881717681884766,52.238346099853516,52.803184509277344,52.33232879638672,66.16831970214844,66.54606628417969,64.33242797851563,64.93941497802734,65.30609893798828,62.403255462646484,53.463294982910156,53.36985778808594,33.333335876464844,5,4.761904716491699,0,47.619049072265625,50,0,0,20.907501220703125,17179869184,19327352832,13266403328,18489933824
204,1740509920439,4056,4056,4056,4056,4056,4056,4056,4056,63.33634948730469,63.62448501586914,52.881717681884766,52.238346099853516,52.803184509277344,52.33232879638672,66.16831970214844,66.54606628417969,64.33242797851563,64.93941497802734,65.30609893798828,62.403255462646484,53.463294982910156,53.36985778808594,5,9.090909004211426,4.761904716491699,4.545454502105713,57.142860412597656,50,0,0,20.907501220703125,17179869184,19327352832,13271252992,18489933824
204,1740509920644,4056,4056,4056,4056,4056,4056,4056,4056,63.33634948730469,63.62448501586914,52.881717681884766,52.238346099853516,52.803184509277344,52.33232879638672,66.16831970214844,66.54606628417969,64.33242797851563,64.93941497802734,65.30609893798828,62.403255462646484,53.463294982910156,53.36985778808594,9.523809432983398,0,0,0,47.619049072265625,45,0,0,20.907501220703125,17179869184,19327352832,13271810048,18489933824
200,1740509920849,4056,4056,4056,4056,4056,4056,4056,4056,63.79744338989258,64.20552062988281,53.22405242919922,52.9322624206543,53.36771774291992,53.0979118347168,66.50631713867188,66.83372497558594,64.72650146484375,65.52385711669922,65.90458679199219,62.99916076660156,53.9467887878418,53.77633285522461,0,9.090909004211426,0,0,50,47.619049072265625,4.761904716491699,0,20.907501220703125,17179869184,19327352832,13271810048,18489933824
