Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_11,CPU_TEMP_12,CPU_TEMP_13,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
204,1740509898506,4056,4056,4056,4056,4056,4056,4056,4056,42.59375,42.682655334472656,39.49100875854492,39.263519287109375,39.437870025634766,39.37258529663086,43.4278678894043,43.40631103515625,42.62025833129883,43.0281982421875,43.14474868774414,42.09955596923828,39.631595611572266,39.6754150390625,31.57894515991211,26.3157901763916,21.052631378173828,25,68.42105102539063,57.894737243652344,36.842105865478516,36.842105865478516,14.538056373596191,17179869184,19327352832,13286080512,18489933824
204,1740509898711,4056,4056,4056,4056,4056,4056,4056,4056,54.815032958984375,54.79160690307617,45.04410934448242,44.5489387512207,44.835941314697266,44.76120376586914,57.73002243041992,58.07991409301758,55.7613410949707,56.11125946044922,56.3543815612793,53.6390380859375,45.52516174316406,45.69578170776367,0,5,4.761904716491699,0,55,42.85714340209961,4.761904716491699,0,14.538056373596191,17179869184,19327352832,13289209856,18489933824
204,1740509898916,4056,4056,4056,4056,4056,4056,4056,4056,54.815032958984375,54.79160690307617,45.04410934448242,44.5489387512207,44.835941314697266,44.76120376586914,57.73002243041992,58.07991409301758,55.7613410949707,56.11125946044922,56.3543815612793,53.6390380859375,45.52516174316406,45.69578170776367,27.272727966308594,33.333335876464844,20,9.523809432983398,45.45454788208008,50,5,0,14.538056373596191,17179869184,19327352832,13299482624,18489933824
200,1740509899121,4056,4056,4056,4056,4056,4056,4056,4056,54.815032958984375,54.79160690307617,45.04410934448242,44.5489387512207,44.835941314697266,44.76120376586914,57.73002243041992,58.07991409301758,55.7613410949707,56.11125946044922,56.3543815612793,53.6390380859375,45.52516174316406,45.69578170776367,20,14.285715103149414,15.000000953674316,15.000000953674316,66.66667175292969,45,28.571430206298828,19.047618865966797,14.538056373596191,17179869184,19327352832,13299482624,18489933824
204,1740509899322,4056,4056,4056,4056,4056,4056,4056,4056,54.815032958984375,54.79160690307617,45.04410934448242,44.5489387512207,44.835941314697266,44.76120376586914,57.73002243041992,58.07991409301758,55.7613410949707,56.11125946044922,56.3543815612793,53.6390380859375,45.52516174316406,45.69578170776367,15.000000953674316,15.789472579956055,5,4.761904716491699,68.42105102539063,57.142860412597656,55,10,19.312633514404297,17179869184,19327352832,13299482624,18489933824
204,1740509899527,4056,4056,4056,4056,4056,4056,4056,4056,54.815032958984375,54.79160690307617,45.04410934448242,44.5489387512207,44.835941314697266,44.76120376586914,57.73002243041992,58.07991409301758,55.7613410949707,56.11125946044922,56.3543815612793,53.6390380859375,45.52516174316406,45.69578170776367,5,4.761904716491699,4.761904716491699,0,52.38095474243164,50,0,0,19.312633514404297,17179869184,19327352832,13302988800,18489933824
204,1740509899732,4056,4056,4056,4056,4056,4056,4056,4056,58.1021728515625,58.799095153808594,50.263084411621094,48.49571990966797,49.78904724121094,48.73672866821289,61.01572799682617,61.30011749267578,59.06368637084961,60.446998596191406,60.79944610595703,57.42329025268555,51.2814826965332,51.70636749267578,0,0,0,0,45,52.38095474243164,4.761904716491699,0,19.312633514404297,17179869184,19327352832,13297451008,18489933824
204,1740509899937,4056,4056,4056,4056,4056,4056,4056,4056,58.1021728515625,58.799095153808594,50.263084411621094,48.49571990966797,49.78904724121094,48.73672866821289,61.01572799682617,61.30011749267578,59.06368637084961,60.446998596191406,60.79944610595703,57.42329025268555,51.2814826965332,51.70636749267578,5,9.523809432983398,0,0,60.000003814697266,35,0,0,19.312633514404297,17179869184,19327352832,13304315904,18489933824
204,1740509900142,4056,4056,4056,4056,4056,4056,4056,4056,58.1021728515625,58.799095153808594,50.263084411621094,48.49571990966797,49.78904724121094,48.73672866821289,61.01572799682617,61.30011749267578,59.06368637084961,60.446998596191406,60.79944610595703,57.42329025268555,51.2814826965332,51.70636749267578,5,0,4.545454502105713,0,52.38095474243164,45,5,0,22.437740325927734,17179869184,19327352832,13297745920,18489933824
204,1740509900347,4056,4056,4056,4056,4056,4056,4056,4056,58.1021728515625,58.799095153808594,50.263084411621094,48.49571990966797,49.78904724121094,48.73672866821289,61.01572799682617,61.30011749267578,59.06368637084961,60.446998596191406,60.79944610595703,57.42329025268555,51.2814826965332,51.70636749267578,10,10,20,4.761904716491699,66.66667175292969,36.3636360168457,0,0,22.437740325927734,17179869184,19327352832,13297745920,18489933824
204,1740509900552,4056,4056,4056,4056,4056,4056,4056,4056,58.1021728515625,58.799095153808594,50.263084411621094,48.49571990966797,49.78904724121094,48.73672866821289,61.01572799682617,61.30011749267578,59.06368637084961,60.446998596191406,60.79944610595703,57.42329025268555,51.2814826965332,51.70636749267578,9.523809432983398,9.090909004211426,0,0,65,35,0,0,22.437740325927734,17179869184,19327352832,13304446976,18489933824
204,1740509900757,4056,4056,4056,4056,4056,4056,4056,4056,59.73512649536133,58.69216537475586,48.12773513793945,47.35013961791992,47.94735336303711,47.52033996582031,63.232608795166016,63.765289306640625,60.872100830078125,59.824554443359375,59.9515380859375,57.58918762207031,48.44209671020508,48.736358642578125,5,0,4.761904716491699,0,45,50,0,0,22.437740325927734,17179869184,19327352832,13311049728,18489933824
204,1740509900962,4056,4056,4056,4056,4056,4056,4056,4056,59.73512649536133,58.69216537475586,48.12773513793945,47.35013961791992,47.94735336303711,47.52033996582031,63.232608795166016,63.765289306640625,60.872100830078125,59.824554443359375,59.9515380859375,57.58918762207031,48.44209671020508,48.736358642578125,9.090909004211426,4.761904716491699,0,0,33.333335876464844,71.42857360839844,0,0,22.437740325927734,17179869184,19327352832,13308624896,18489933824
204,1740509901167,4056,4056,4056,4056,4056,4056,4056,4056,59.73512649536133,58.69216537475586,48.12773513793945,47.35013961791992,47.94735336303711,47.52033996582031,63.232608795166016,63.765289306640625,60.872100830078125,59.824554443359375,59.9515380859375,57.58918762207031,48.44209671020508,48.736358642578125,0,5,0,4.761904716491699,50,45,4.761904716491699,0,22.970069885253906,17179869184,19327352832,13315571712,18489933824
204,1740509901372,4056,4056,4056,4056,4056,4056,4056,4056,59.73512649536133,58.69216537475586,48.12773513793945,47.35013961791992,47.94735336303711,47.52033996582031,63.232608795166016,63.765289306640625,60.872100830078125,59.824554443359375,59.9515380859375,57.58918762207031,48.44209671020508,48.736358642578125,14.285715103149414,9.523809432983398,4.761904716491699,0,47.619049072265625,52.38095474243164,0,0,22.970069885253906,17179869184,19327352832,13291208704,18489933824
204,1740509901577,4056,4056,4056,4056,4056,4056,4056,4056,59.73512649536133,58.69216537475586,48.12773513793945,47.35013961791992,47.94735336303711,47.52033996582031,63.232608795166016,63.765289306640625,60.872100830078125,59.824554443359375,59.9515380859375,57.58918762207031,48.44209671020508,48.736358642578125,0,5,0,0,40,55,4.761904716491699,0,22.970069885253906,17179869184,19327352832,13294796800,18489933824
204,1740509901782,4056,4056,4056,4056,4056,4056,4056,4056,58.93070602416992,61.16210174560547,49.098350524902344,48.3101692199707,48.81218719482422,48.348819732666016,61.23936080932617,61.27764892578125,59.711669921875,63.095367431640625,63.73182678222656,59.7160758972168,49.425193786621094,49.657352447509766,4.761904716491699,0,4.761904716491699,4.761904716491699,52.38095474243164,47.619049072265625,0,0,22.970069885253906,17179869184,19327352832,13290881024,18489933824
204,1740509901987,4056,4056,4056,4056,4056,4056,4056,4056,58.93070602416992,61.16210174560547,49.098350524902344,48.3101692199707,48.81218719482422,48.348819732666016,61.23936080932617,61.27764892578125,59.711669921875,63.095367431640625,63.73182678222656,59.7160758972168,49.425193786621094,49.657352447509766,5,4.761904716491699,4.761904716491699,0,55,42.105262756347656,0,0,22.970069885253906,17179869184,19327352832,13296762880,18489933824
204,1740509902192,4056,4056,4056,4056,4056,4056,4056,4056,58.93070602416992,61.16210174560547,49.098350524902344,48.3101692199707,48.81218719482422,48.348819732666016,61.23936080932617,61.27764892578125,59.711669921875,63.095367431640625,63.73182678222656,59.7160758972168,49.425193786621094,49.657352447509766,4.761904716491699,4.761904716491699,0,0,38.095237731933594,59.09090805053711,0,0,21.348712921142578,17179869184,19327352832,13291290624,18489933824
204,1740509902397,4056,4056,4056,4056,4056,4056,4056,4056,58.93070602416992,61.16210174560547,49.098350524902344,48.3101692199707,48.81218719482422,48.348819732666016,61.23936080932617,61.27764892578125,59.711669921875,63.095367431640625,63.73182678222656,59.7160758972168,49.425193786621094,49.657352447509766,10,5.263157844543457,0,0,36.842105865478516,60.000003814697266,0,0,21.348712921142578,17179869184,19327352832,13296631808,18489933824
204,1740509902602,4056,4056,4056,4056,4056,4056,4056,4056,58.93070602416992,61.16210174560547,49.098350524902344,48.3101692199707,48.81218719482422,48.348819732666016,61.23936080932617,61.27764892578125,59.711669921875,63.095367431640625,63.73182678222656,59.7160758972168,49.425193786621094,49.657352447509766,0,9.090909004211426,0,0,42.85714340209961,60.000003814697266,0,0,21.348712921142578,17179869184,19327352832,13291552768,18489933824
204,1740509902807,4056,4056,4056,4056,4056,4056,4056,4056,59.85932159423828,61.916141510009766,49.619876861572266,48.960086822509766,49.35049819946289,49.12266540527344,62.25210189819336,62.34159469604492,60.669368743896484,63.765201568603516,64.38728332519531,60.44300079345703,49.97008514404297,50.33747482299805,9.523809432983398,0,0,0,57.142860412597656,40,9.090909004211426,0,21.348712921142578,17179869184,19327352832,13295894528,18489933824
204,1740509903012,4056,4056,4056,4056,4056,4056,4056,4056,59.85932159423828,61.916141510009766,49.619876861572266,48.960086822509766,49.35049819946289,49.12266540527344,62.25210189819336,62.34159469604492,60.669368743896484,63.765201568603516,64.38728332519531,60.44300079345703,49.97008514404297,50.33747482299805,10,9.523809432983398,4.761904716491699,0,60.000003814697266,42.85714340209961,0,0,21.348712921142578,17179869184,19327352832,13300514816,18489933824
204,1740509903217,4056,4056,4056,4056,4056,4056,4056,4056,59.85932159423828,61.916141510009766,49.619876861572266,48.960086822509766,49.35049819946289,49.12266540527344,62.25210189819336,62.34159469604492,60.669368743896484,63.765201568603516,64.38728332519531,60.44300079345703,49.97008514404297,50.33747482299805,9.523809432983398,0,4.761904716491699,0,33.333335876464844,60.000003814697266,0,0,21.294902801513672,17179869184,19327352832,13307478016,18489933824
204,1740509903422,4056,4056,4056,4056,4056,4056,4056,4056,59.85932159423828,61.916141510009766,49.619876861572266,48.960086822509766,49.35049819946289,49.12266540527344,62.25210189819336,62.34159469604492,60.669368743896484,63.765201568603516,64.38728332519531,60.44300079345703,49.97008514404297,50.33747482299805,5,5,0,4.761904716491699,66.66667175292969,38.095237731933594,0,0,21.294902801513672,17179869184,19327352832,13302366208,18489933824
204,1740509903627,4056,4056,4056,4056,4056,4056,4056,4056,59.85932159423828,61.916141510009766,49.619876861572266,48.960086822509766,49.35049819946289,49.12266540527344,62.25210189819336,62.34159469604492,60.669368743896484,63.765201568603516,64.38728332519531,60.44300079345703,49.97008514404297,50.33747482299805,9.523809432983398,9.523809432983398,0,0,40,57.142860412597656,0,0,21.294902801513672,17179869184,19327352832,13308674048,18489933824
204,1740509903832,4056,4056,4056,4056,4056,4056,4056,4056,61.087188720703125,61.898536682128906,50.173072814941406,49.52505111694336,49.97624206542969,49.6677360534668,63.92937469482422,64.17793273925781,62.07257080078125,63.44297790527344,63.86865997314453,60.52043533325195,50.5988655090332,51.099082946777344,5,0,0,0,61.904762268066406,35,4.761904716491699,0,21.294902801513672,17179869184,19327352832,13303021568,18489933824
204,1740509904037,4056,4056,4056,4056,4056,4056,4056,4056,61.087188720703125,61.898536682128906,50.173072814941406,49.52505111694336,49.97624206542969,49.6677360534668,63.92937469482422,64.17793273925781,62.07257080078125,63.44297790527344,63.86865997314453,60.52043533325195,50.5988655090332,51.099082946777344,0,9.090909004211426,0,0,55,40,0,0,21.294902801513672,17179869184,19327352832,13308346368,18489933824
204,1740509904242,4056,4056,4056,4056,4056,4056,4056,4056,61.087188720703125,61.898536682128906,50.173072814941406,49.52505111694336,49.97624206542969,49.6677360534668,63.92937469482422,64.17793273925781,62.07257080078125,63.44297790527344,63.86865997314453,60.52043533325195,50.5988655090332,51.099082946777344,9.523809432983398,0,9.090909004211426,0,42.85714340209961,61.904762268066406,0,0,21.368104934692383,17179869184,19327352832,13304102912,18489933824
200,1740509904447,4056,4056,4056,4056,4056,4056,4056,4056,61.087188720703125,61.898536682128906,50.173072814941406,49.52505111694336,49.97624206542969,49.6677360534668,63.92937469482422,64.17793273925781,62.07257080078125,63.44297790527344,63.86865997314453,60.52043533325195,50.5988655090332,51.099082946777344,20,10,15.000000953674316,9.523809432983398,50,50,14.285715103149414,0,21.368104934692383,17179869184,19327352832,13284147200,18489933824
204,1740509904647,4056,4056,4056,4056,4056,4056,4056,4056,61.087188720703125,61.898536682128906,50.173072814941406,49.52505111694336,49.97624206542969,49.6677360534668,63.92937469482422,64.17793273925781,62.07257080078125,63.44297790527344,63.86865997314453,60.52043533325195,50.5988655090332,51.099082946777344,5,9.523809432983398,0,0,57.894737243652344,42.85714340209961,0,0,21.368104934692383,17179869184,19327352832,13283377152,18489933824
204,1740509904852,4056,4056,4056,4056,4056,4056,4056,4056,61.76954650878906,62.114837646484375,51.191104888916016,50.141502380371094,50.93989944458008,50.44596481323242,64.77073669433594,65.09903717041016,62.80120086669922,63.538108825683594,63.870052337646484,60.80451202392578,51.618865966796875,52.159095764160156,4.761904716491699,0,0,0,42.85714340209961,55,5,0,21.368104934692383,17179869184,19327352832,13285752832,18489933824
204,1740509905057,4056,4056,4056,4056,4056,4056,4056,4056,61.76954650878906,62.114837646484375,51.191104888916016,50.141502380371094,50.93989944458008,50.44596481323242,64.77073669433594,65.09903717041016,62.80120086669922,63.538108825683594,63.870052337646484,60.80451202392578,51.618865966796875,52.159095764160156,9.523809432983398,9.523809432983398,0,0,42.85714340209961,55,0,0,21.368104934692383,17179869184,19327352832,13279936512,18489933824
204,1740509905262,4056,4056,4056,4056,4056,4056,4056,4056,61.76954650878906,62.114837646484375,51.191104888916016,50.141502380371094,50.93989944458008,50.44596481323242,64.77073669433594,65.09903717041016,62.80120086669922,63.538108825683594,63.870052337646484,60.80451202392578,51.618865966796875,52.159095764160156,0,0,0,0,55,45.45454788208008,0,0,21.419902801513672,17179869184,19327352832,13286211584,18489933824
204,1740509905467,4056,4056,4056,4056,4056,4056,4056,4056,61.76954650878906,62.114837646484375,51.191104888916016,50.141502380371094,50.93989944458008,50.44596481323242,64.77073669433594,65.09903717041016,62.80120086669922,63.538108825683594,63.870052337646484,60.80451202392578,51.618865966796875,52.159095764160156,4.761904716491699,4.761904716491699,14.285715103149414,0,47.619049072265625,50,5,0,21.419902801513672,17179869184,19327352832,13282639872,18489933824
204,1740509905672,4056,4056,4056,4056,4056,4056,4056,4056,61.429996490478516,62.898193359375,51.506439208984375,50.531471252441406,51.169700622558594,50.81741714477539,63.94574737548828,64.1112060546875,62.28632354736328,64.55359649658203,65.07588958740234,61.51414108276367,51.82371520996094,52.143638610839844,5,9.523809432983398,0,0,50,50,0,0,21.419902801513672,17179869184,19327352832,13286866944,18489933824
204,1740509905877,4056,4056,4056,4056,4056,4056,4056,4056,61.429996490478516,62.898193359375,51.506439208984375,50.531471252441406,51.169700622558594,50.81741714477539,63.94574737548828,64.1112060546875,62.28632354736328,64.55359649658203,65.07588958740234,61.51414108276367,51.82371520996094,52.143638610839844,9.523809432983398,0,0,4.761904716491699,35,65,0,0,21.419902801513672,17179869184,19327352832,13288538112,18489933824
204,1740509906082,4056,4056,4056,4056,4056,4056,4056,4056,61.429996490478516,62.898193359375,51.506439208984375,50.531471252441406,51.169700622558594,50.81741714477539,63.94574737548828,64.1112060546875,62.28632354736328,64.55359649658203,65.07588958740234,61.51414108276367,51.82371520996094,52.143638610839844,0,5,0,0,33.333335876464844,66.66667175292969,0,0,21.419902801513672,17179869184,19327352832,13281951744,18489933824
204,1740509906287,4056,4056,4056,4056,4056,4056,4056,4056,61.429996490478516,62.898193359375,51.506439208984375,50.531471252441406,51.169700622558594,50.81741714477539,63.94574737548828,64.1112060546875,62.28632354736328,64.55359649658203,65.07588958740234,61.51414108276367,51.82371520996094,52.143638610839844,5,4.761904716491699,0,0,47.619049072265625,50,0,0,21.4276180267334,17179869184,19327352832,13288357888,18489933824
204,1740509906492,4056,4056,4056,4056,4056,4056,4056,4056,61.429996490478516,62.898193359375,51.506439208984375,50.531471252441406,51.169700622558594,50.81741714477539,63.94574737548828,64.1112060546875,62.28632354736328,64.55359649658203,65.07588958740234,61.51414108276367,51.82371520996094,52.143638610839844,10,5,4.761904716491699,0,70,30.000001907348633,4.545454502105713,0,21.4276180267334,17179869184,19327352832,13284638720,18489933824
204,1740509906697,4056,4056,4056,4056,4056,4056,4056,4056,61.46211624145508,63.39667892456055,51.760108947753906,50.84080505371094,51.4056396484375,51.233821868896484,63.776695251464844,63.879913330078125,62.24310302734375,65.13214111328125,65.71282958984375,61.98698425292969,52.01154708862305,52.35401153564453,20,15.000000953674316,14.285715103149414,5,42.85714340209961,57.142860412597656,10.526315689086914,9.090909004211426,21.4276180267334,17179869184,19327352832,13294272512,18489933824
204,1740509906902,4056,4056,4056,4056,4056,4056,4056,4056,61.46211624145508,63.39667892456055,51.760108947753906,50.84080505371094,51.4056396484375,51.233821868896484,63.776695251464844,63.879913330078125,62.24310302734375,65.13214111328125,65.71282958984375,61.98698425292969,52.01154708862305,52.35401153564453,4.761904716491699,9.523809432983398,0,0,38.095237731933594,61.904762268066406,0,0,21.4276180267334,17179869184,19327352832,13293010944,18489933824
204,1740509907107,4056,4056,4056,4056,4056,4056,4056,4056,61.46211624145508,63.39667892456055,51.760108947753906,50.84080505371094,51.4056396484375,51.233821868896484,63.776695251464844,63.879913330078125,62.24310302734375,65.13214111328125,65.71282958984375,61.98698425292969,52.01154708862305,52.35401153564453,9.523809432983398,0,4.761904716491699,0,42.105262756347656,55,9.090909004211426,0,21.4276180267334,17179869184,19327352832,13287456768,18489933824
201,1740509907312,4056,4056,4056,4056,4056,4056,4056,4056,61.46211624145508,63.39667892456055,51.760108947753906,50.84080505371094,51.4056396484375,51.233821868896484,63.776695251464844,63.879913330078125,62.24310302734375,65.13214111328125,65.71282958984375,61.98698425292969,52.01154708862305,52.35401153564453,5,9.523809432983398,0,4.761904716491699,54.54545593261719,45,0,0,21.213329315185547,17179869184,19327352832,13292044288,18489933824
204,1740509907514,4056,4056,4056,4056,4056,4056,4056,4056,61.46211624145508,63.39667892456055,51.760108947753906,50.84080505371094,51.4056396484375,51.233821868896484,63.776695251464844,63.879913330078125,62.24310302734375,65.13214111328125,65.71282958984375,61.98698425292969,52.01154708862305,52.35401153564453,5,5,0,4.761904716491699,63.15789031982422,35,0,0,21.213329315185547,17179869184,19327352832,13290569728,18489933824
204,1740509907719,4056,4056,4056,4056,4056,4056,4056,4056,62.011192321777344,63.130760192871094,52.000022888183594,51.247215270996094,51.84314727783203,51.40201187133789,64.55828094482422,64.77786254882813,62.88383865356445,64.65525817871094,65.11128997802734,61.80803680419922,52.4545783996582,52.65117645263672,9.523809432983398,5,4.761904716491699,0,45,52.38095474243164,0,0,21.213329315185547,17179869184,19327352832,13292109824,18489933824
204,1740509907924,4056,4056,4056,4056,4056,4056,4056,4056,62.011192321777344,63.130760192871094,52.000022888183594,51.247215270996094,51.84314727783203,51.40201187133789,64.55828094482422,64.77786254882813,62.88383865356445,64.65525817871094,65.11128997802734,61.80803680419922,52.4545783996582,52.65117645263672,0,4.761904716491699,0,0,57.142860412597656,45,0,0,21.213329315185547,17179869184,19327352832,13287112704,18489933824
204,1740509908128,4056,4056,4056,4056,4056,4056,4056,4056,62.011192321777344,63.130760192871094,52.000022888183594,51.247215270996094,51.84314727783203,51.40201187133789,64.55828094482422,64.77786254882813,62.88383865356445,64.65525817871094,65.11128997802734,61.80803680419922,52.4545783996582,52.65117645263672,4.761904716491699,0,0,0,66.66667175292969,33.333335876464844,0,0,21.213329315185547,17179869184,19327352832,13287112704,18489933824
201,1740509908333,4056,4056,4056,4056,4056,4056,4056,4056,62.011192321777344,63.130760192871094,52.000022888183594,51.247215270996094,51.84314727783203,51.40201187133789,64.55828094482422,64.77786254882813,62.88383865356445,64.65525817871094,65.11128997802734,61.80803680419922,52.4545783996582,52.65117645263672,5,5.263157844543457,0,10,35,65,0,0,21.285205841064453,17179869184,19327352832,13287112704,18489933824
204,1740509908534,4056,4056,4056,4056,4056,4056,4056,4056,62.011192321777344,63.130760192871094,52.000022888183594,51.247215270996094,51.84314727783203,51.40201187133789,64.55828094482422,64.77786254882813,62.88383865356445,64.65525817871094,65.11128997802734,61.80803680419922,52.4545783996582,52.65117645263672,9.523809432983398,9.523809432983398,4.761904716491699,0,33.333335876464844,65,0,0,21.285205841064453,17179869184,19327352832,13287112704,18489933824
204,1740509908739,4056,4056,4056,4056,4056,4056,4056,4056,62.24974822998047,63.34867858886719,51.87102508544922,51.332740783691406,51.7274284362793,51.41599655151367,64.81695556640625,65.03648376464844,63.12021255493164,64.8766098022461,65.34302520751953,62.041717529296875,52.32992935180664,52.446041107177734,0,4.761904716491699,4.761904716491699,0,68.42105102539063,33.333335876464844,4.761904716491699,0,21.285205841064453,17179869184,19327352832,13293764608,18489933824
204,1740509908944,4056,4056,4056,4056,4056,4056,4056,4056,62.24974822998047,63.34867858886719,51.87102508544922,51.332740783691406,51.7274284362793,51.41599655151367,64.81695556640625,65.03648376464844,63.12021255493164,64.8766098022461,65.34302520751953,62.041717529296875,52.32992935180664,52.446041107177734,9.523809432983398,5,0,0,61.904762268066406,35,0,0,21.285205841064453,17179869184,19327352832,13287882752,18489933824
204,1740509909149,4056,4056,4056,4056,4056,4056,4056,4056,62.24974822998047,63.34867858886719,51.87102508544922,51.332740783691406,51.7274284362793,51.41599655151367,64.81695556640625,65.03648376464844,63.12021255493164,64.8766098022461,65.34302520751953,62.041717529296875,52.32992935180664,52.446041107177734,5,5,5,4.761904716491699,52.38095474243164,47.619049072265625,0,0,21.13311004638672,17179869184,19327352832,13289013248,18489933824
